"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"1975100000","1975","37000","Kagawa-ken","","0.500","1.5","41.3","21.0","78.1","31.2","46.7","21.79","22.48","27.97","22.8","***","***","***","***","7.49","2.06","1.69","1.95","1.77","5.95","1.13","10.74","6.34","19.35","6.25","***","30.64","3.65","40.46","4.84","27.19","246.0","29.8","5.8","79.4","39.6","503.3","16.4","44.6","8.5","***","62.9","281.5","278.4","356.0","***","103.5","3.3","7.9"
"1975100000","1975","38000","Ehime-ken","","0.400","0.5","32.6","26.4","76.9","34.6","44.0","16.54","25.21","31.84","17.3","***","***","***","***","6.02","1.19","1.22","1.75","1.85","4.48","0.38","12.86","4.08","23.02","5.47","***","33.25","2.97","42.97","4.37","31.50","256.3","31.9","5.9","73.4","36.9","603.2","15.5","52.7","7.9","***","64.5","244.0","301.5","281.8","***","27.7","3.9","6.4"
"1975100000","1975","39000","Kochi-ken","","0.272","-0.9","25.2","28.1","78.5","42.6","39.0","9.63","27.60","38.24","16.3","***","***","***","***","7.80","1.22","1.15","1.67","2.79","5.09","0.85","13.92","4.92","20.46","3.86","***","24.57","10.60","30.72","5.55","31.56","395.9","58.2","9.0","85.4","64.1","638.2","22.5","68.5","9.1","***","75.9","319.4","463.5","426.7","***","14.6","3.7","39.1"
"1975100000","1975","40000","Fukuoka-ken","","0.601","-0.2","37.6","36.3","93.9","22.3","45.7","27.56","16.89","30.10","22.9","***","***","***","***","9.62","1.06","1.07","1.37","6.10","3.64","4.11","6.52","2.85","13.48","9.06","***","37.15","2.45","50.76","8.62","16.51","255.0","40.1","5.2","74.8","32.6","519.7","17.2","48.1","10.0","***","62.0","231.7","308.5","337.1","***","29.1","3.7","4.4"
"1975100000","1975","41000","Saga-ken","","0.266","0.0","25.9","28.8","83.9","36.7","45.6","12.77","31.77","33.71","14.8","***","***","***","***","6.01","1.30","1.06","1.47","2.18","3.18","1.49","17.47","5.71","18.35","4.74","***","31.10","1.93","39.94","5.05","34.06","287.8","31.5","4.9","72.7","34.0","518.8","13.9","47.3","8.2","***","70.6","243.2","302.6","363.5","***","18.8","3.4","5.4"
"1975100000","1975","42000","Nagasaki-ken","","0.291","-0.4","27.2","27.6","87.3","28.4","45.8","13.49","30.77","34.08","15.5","***","***","***","***","8.92","1.58","1.60","2.33","3.41","4.34","1.19","13.52","4.43","15.93","6.44","***","35.65","0.95","44.40","7.37","27.09","266.2","38.7","7.4","73.3","37.5","513.0","16.5","40.6","9.5","***","68.7","242.0","277.7","335.9","***","40.2","2.6","3.2"
"1975100000","1975","43000","Kumamoto-ken","","0.304","-0.2","28.6","21.0","81.3","33.0","44.1","13.85","28.35","36.51","13.9","***","***","***","***","7.68","0.78","1.46","1.94","3.49","4.46","0.71","18.27","3.85","16.70","4.98","***","32.07","3.48","40.26","7.76","29.31","264.1","34.5","3.8","74.0","38.4","568.4","14.6","44.5","7.5","***","64.5","261.6","281.9","354.1","***","42.8","2.5","8.2"
"1975100000","1975","44000","Oita-ken","","0.332","-0.7","27.6","30.8","83.3","33.7","43.9","14.06","27.91","33.56","15.9","***","***","***","***","5.54","0.78","1.23","1.68","1.80","4.56","1.02","15.93","2.87","20.10","5.06","***","32.83","2.64","44.44","5.01","30.70","286.3","30.7","4.0","78.7","30.3","569.7","17.0","53.4","8.4","***","71.6","277.1","280.4","337.6","***","93.1","3.1","6.8"
"1975100000","1975","45000","Miyazaki-ken","","0.292","0.0","23.4","29.0","85.0","35.4","43.6","12.03","29.80","36.23","12.6","***","***","***","***","6.07","0.75","1.01","2.02","2.28","3.97","0.80","17.06","2.29","20.31","5.04","***","31.75","3.31","41.16","5.51","31.84","283.5","32.4","3.4","69.9","39.4","520.7","13.7","52.9","8.4","***","68.7","249.8","281.6","374.3","***","29.1","2.4","7.7"
"1975100000","1975","46000","Kagoshima-ken","","0.256","0.1","22.6","20.9","84.4","31.2","45.2","10.89","32.36","38.50","11.9","***","***","***","***","7.90","1.19","1.43","1.96","3.28","4.46","0.93","17.60","2.79","17.31","4.73","***","34.06","2.34","43.42","7.55","28.53","277.3","32.5","4.4","68.4","32.1","454.9","14.0","45.8","7.7","***","74.1","265.7","314.5","324.4","***","31.0","2.4","6.4"
"1975100000","1975","47000","Okinawa-ken","","0.203","1.0","21.1","15.8","92.1","31.1","47.0","12.65","33.44","40.91","11.0","***","***","***","***","5.87","1.28","1.10","1.92","1.56","6.39","1.44","13.25","2.88","18.69","6.37","***","37.47","0.27","45.68","4.50","30.79","258.0","27.2","4.8","43.9","33.9","248.2","17.9","48.8","9.4","***","82.2","264.1","284.3","361.7","***","127.4","1.8","0.8"
"1976100000","1976","00000","All Japan","","0.486","-0.7","43.8","41.8","83.0","28.7","49.7","31.08","17.25","27.10","31.3","***","***","***","***","6.12","1.61","1.19","1.78","1.47","4.86","1.00","10.57","4.76","17.47","7.31","***","31.36","2.85","41.82","3.79","25.55","271.4","31.0","5.9","77.3","***","645.7","18.3","49.7","10.3","***","68.2","271.9","336.7","420.1","***","54.1","3.0","6.2"
"1976100000","1976","01000","Hokkaido","","0.437","2.7","32.4","23.6","82.9","34.8","43.8","19.58","22.32","35.48","24.0","***","***","***","***","5.71","1.00","1.01","1.29","2.40","4.04","0.90","20.04","4.30","15.68","5.59","***","30.04","4.29","39.01","4.61","30.21","342.2","35.9","6.2","111.5","***","684.4","19.7","61.9","9.5","***","78.7","300.8","374.1","421.0","***","31.1","3.0","10.6"
"1976100000","1976","02000","Aomori-ken","","0.254","0.4","20.4","35.2","83.9","41.8","40.2","12.07","26.84","39.86","16.2","***","***","***","***","6.02","0.92","0.82","1.78","2.49","4.02","0.69","15.92","2.42","20.48","4.23","***","28.39","9.25","35.22","4.83","32.33","334.2","36.6","4.5","78.3","***","555.8","17.9","60.2","8.3","***","79.7","282.2","308.7","376.4","***","19.9","4.1","23.9"
"1976100000","1976","03000","Iwate-ken","","0.253","0.4","22.5","36.2","77.8","35.0","45.1","12.58","30.93","33.33","16.5","***","***","***","***","6.10","1.25","0.91","1.80","2.13","6.29","0.71","19.96","3.82","18.05","4.12","***","31.21","0.99","38.20","4.25","33.92","324.3","32.4","5.9","79.4","***","496.3","20.9","58.5","7.8","***","80.4","296.8","328.1","372.4","***","39.6","4.3","3.0"
"1976100000","1976","04000","Miyagi-ken","","0.486","0.5","35.6","37.5","81.8","30.1","49.4","25.23","22.64","29.83","24.2","***","***","***","***","6.46","1.26","1.09","2.07","2.04","3.32","0.91","15.77","3.32","17.37","6.07","***","33.85","1.15","43.71","4.56","28.82","247.4","22.9","4.0","67.3","***","565.0","15.8","42.9","8.1","***","67.3","259.8","312.0","402.6","***","30.1","3.5","2.3"
"1976100000","1976","05000","Akita-ken","","0.256","0.5","24.4","34.7","83.4","38.2","41.1","12.23","27.58","35.21","16.9","***","***","***","***","6.13","2.06","0.72","1.57","1.78","3.41","0.83","18.97","4.02","19.37","4.43","***","27.42","5.63","35.98","4.07","32.43","343.9","33.2","8.3","77.0","***","621.4","17.5","60.4","9.3","***","79.7","327.6","337.9","369.6","***","39.8","4.4","15.2"
"1976100000","1976","06000","Yamagata-ken","","0.274","1.3","25.6","32.8","79.8","38.5","43.0","14.00","27.20","34.33","18.2","***","***","***","***","4.50","1.56","0.55","1.39","0.84","4.37","0.64","15.44","5.63","20.53","4.50","***","27.98","6.27","36.66","2.62","32.15","315.8","26.2","6.0","53.0","***","487.9","18.9","56.8","8.7","***","75.3","352.6","355.6","431.2","***","13.3","3.2","15.6"
"1976100000","1976","07000","Fukushima-ken","","0.345","3.1","29.0","30.6","78.2","33.1","46.5","17.67","26.63","33.33","17.6","***","***","***","***","4.39","0.84","0.60","1.43","1.52","4.45","1.20","14.78","4.28","20.35","4.96","***","32.81","3.29","41.35","3.82","29.12","281.6","23.9","4.0","53.2","***","611.7","15.9","54.1","8.0","***","73.7","284.9","312.0","324.6","***","65.1","2.7","6.4"
"1976100000","1976","08000","Ibaraki-ken","","0.525","1.6","43.7","28.3","78.5","25.5","49.1","26.02","21.35","26.41","21.7","***","***","***","***","5.52","1.61","0.82","1.59","1.51","4.93","0.61","11.47","3.51","18.80","5.57","***","34.97","0.77","42.99","3.84","24.72","242.6","21.8","5.2","53.5","***","584.4","15.3","44.5","7.3","***","69.9","284.0","288.9","365.9","***","97.5","3.2","1.4"
"1976100000","1976","09000","Tochigi-ken","","0.543","6.9","46.1","27.5","78.7","27.0","49.5","26.46","20.14","25.82","25.1","***","***","***","***","5.28","0.98","0.81","2.12","1.35","3.50","0.81","13.60","7.77","17.40","6.03","***","33.58","0.53","41.64","4.30","26.37","241.8","22.2","3.8","54.6","***","616.8","13.5","43.8","8.3","***","66.8","290.8","298.5","391.4","***","12.5","2.9","0.9"
"1976100000","1976","10000","Gumma-ken","","0.531","0.1","41.1","27.6","79.2","27.7","47.7","25.76","20.63","27.56","22.4","***","***","***","***","6.76","2.68","1.12","1.74","1.20","3.22","0.83","13.24","7.59","17.78","6.25","***","33.86","0.65","43.30","3.92","26.98","261.5","27.3","7.1","62.5","***","609.9","13.8","48.8","8.4","***","71.2","268.2","304.5","402.2","***","71.9","3.4","1.1"
"1976100000","1976","11000","Saitama-ken","","0.715","0.8","51.9","28.9","79.0","23.3","54.1","36.38","15.99","23.46","29.2","***","***","***","***","5.17","1.42","0.97","1.94","0.80","4.44","0.71","6.11","5.68","18.14","7.34","***","39.02","0.54","47.27","2.76","22.71","185.8","18.4","3.8","66.3","***","573.9","13.5","32.7","6.2","***","59.3","243.4","351.7","458.1","***","29.5","2.2","0.5"
"1976100000","1976","12000","Chiba-ken","","0.672","1.2","47.4","41.2","83.6","27.3","51.8","32.77","17.54","24.61","29.2","***","***","***","***","4.53","1.18","0.64","1.76","0.95","4.37","0.46","11.76","3.42","16.91","7.15","***","38.53","0.58","46.86","3.16","26.74","200.9","18.5","3.4","49.5","***","607.3","14.8","34.4","6.7","***","63.8","263.6","317.8","477.4","***","29.8","2.4","0.8"
"1976100000","1976","13000","Tokyo-to","","1.174","-7.2","76.3","65.9","101.5","16.4","64.5","63.87","0.00","10.50","62.4","***","***","***","***","7.31","2.90","1.86","2.24","0.28","9.55","0.93","0.39","3.33","16.13","11.30","***","21.68","0.04","42.50","1.85","15.98","274.3","38.7","8.8","110.9","***","790.6","23.6","42.6","20.3","***","65.1","314.1","395.4","520.7","***","57.4","2.5","0.1"
"1976100000","1976","14000","Kanagawa-ken","","0.950","1.5","67.8","44.3","92.1","17.6","58.5","52.27","4.59","18.45","40.6","***","***","***","***","4.53","1.75","0.84","1.51","0.39","5.22","1.31","3.68","4.63","13.77","12.22","***","39.44","0.22","51.01","2.64","17.04","200.8","20.5","4.8","64.0","***","639.0","20.1","42.2","9.8","***","54.9","237.0","347.9","536.4","***","10.8","1.2","0.4"
"1976100000","1976","15000","Niigata-ken","","0.398","0.4","29.3","37.2","79.5","37.1","44.9","18.75","24.67","33.60","22.0","***","***","***","***","3.87","0.62","0.75","1.46","1.02","4.42","0.54","14.87","3.89","22.66","4.74","***","31.71","3.36","39.37","2.80","33.61","294.6","26.5","3.8","61.2","***","614.2","19.2","60.3","8.0","***","75.1","302.4","349.7","375.0","***","42.7","2.6","7.0"
"1976100000","1976","16000","Toyama-ken","","0.461","2.9","33.5","45.4","75.6","35.4","45.1","20.69","22.52","29.51","25.5","***","***","***","***","4.07","0.88","0.82","1.84","0.52","3.89","0.77","17.44","4.86","18.18","5.98","***","29.45","3.31","39.86","2.30","32.00","291.5","27.6","4.1","65.0","***","748.9","15.0","51.2","10.6","***","70.5","279.5","319.6","408.7","***","49.1","3.6","7.9"
"1976100000","1976","17000","Ishikawa-ken","","0.462","-0.4","38.2","39.8","81.3","34.7","45.9","22.10","22.55","27.09","25.3","***","***","***","***","5.03","0.81","1.22","2.08","0.89","3.97","0.75","14.24","6.91","22.09","5.48","***","28.04","2.20","37.73","2.87","32.33","302.7","32.9","3.9","77.1","***","748.5","17.2","61.8","9.3","***","69.7","298.0","288.1","375.4","***","17.2","3.7","6.0"
"1976100000","1976","18000","Fukui-ken","","0.375","2.7","29.5","44.2","80.0","39.4","45.5","17.73","25.37","31.69","23.5","***","***","***","***","5.39","1.77","0.82","1.98","0.82","4.15","0.73","16.24","5.35","19.44","5.16","***","27.13","5.52","36.34","3.02","33.63","345.5","33.7","7.3","62.4","***","672.3","18.8","63.1","10.5","***","79.2","296.0","316.0","407.0","***","82.9","7.3","13.4"
"1976100000","1976","19000","Yamanashi-ken","","0.315","0.6","27.6","34.6","84.8","34.3","46.0","15.46","28.91","31.19","18.6","***","***","***","***","6.13","1.26","1.43","1.89","1.54","4.48","0.61","15.74","6.67","17.50","5.18","***","30.27","2.98","40.55","3.68","31.30","320.7","32.5","5.3","71.8","***","783.6","18.8","52.2","9.6","***","81.8","285.5","337.4","412.9","***","6.1","4.6","7.0"
"1976100000","1976","20000","Nagano-ken","","0.458","0.3","34.6","34.9","82.2","30.0","47.2","21.77","24.01","31.04","22.1","***","***","***","***","6.06","1.32","1.26","1.67","1.81","3.48","0.93","14.00","6.91","18.27","5.17","***","33.04","2.00","42.41","4.49","27.83","289.5","33.9","6.7","77.8","***","702.9","13.8","51.7","7.8","***","72.8","286.3","313.5","379.6","***","24.2","3.3","5.1"
"1976100000","1976","21000","Gifu-ken","","0.524","4.7","39.5","35.0","73.6","38.8","44.8","22.17","20.26","27.30","23.5","***","***","***","***","5.41","2.16","0.77","1.43","0.68","2.72","0.40","12.92","10.17","19.11","5.00","***","27.73","4.60","35.26","2.84","34.10","279.7","26.4","5.9","61.6","***","663.6","13.6","53.2","7.6","***","65.5","249.1","311.9","315.5","***","46.1","3.3","11.2"
"1976100000","1976","22000","Shizuoka-ken","","0.796","1.6","49.8","48.2","77.0","30.7","51.7","37.70","12.05","28.33","28.7","***","***","***","***","4.28","0.89","0.94","1.64","0.62","3.39","0.51","10.56","3.28","17.85","6.81","***","34.98","4.14","42.72","3.20","26.51","221.3","19.2","3.5","54.9","***","605.7","13.5","42.1","7.7","***","59.6","234.6","284.2","410.8","***","65.6","2.6","7.5"
"1976100000","1976","23000","Aichi-ken","","1.007","0.3","66.0","38.5","89.2","25.2","52.6","49.41","2.65","20.93","39.7","***","***","***","***","4.90","1.74","1.04","1.61","0.42","4.10","1.19","7.15","6.84","17.22","9.36","***","33.78","1.33","42.61","3.04","23.74","231.6","25.5","5.1","69.2","***","662.4","16.4","46.5","10.3","***","60.3","241.1","309.8","408.3","***","31.4","2.5","2.2"
"1976100000","1976","24000","Mie-ken","","0.519","0.9","35.3","39.5","83.5","32.9","47.6","23.11","22.62","31.32","24.3","***","***","***","***","6.25","2.30","0.79","1.42","1.73","4.72","0.78","11.71","3.56","18.72","5.32","***","31.01","5.76","40.92","4.27","26.79","276.6","32.0","7.9","57.3","***","625.5","17.5","54.5","7.7","***","66.0","264.0","316.0","360.2","***","123.8","2.4","12.8"
"1976100000","1976","25000","Shiga-ken","","0.495","1.6","40.1","43.6","78.1","31.6","48.6","23.04","23.58","26.63","26.5","***","***","***","***","5.31","1.26","0.96","1.74","1.33","4.30","0.78","15.30","4.44","17.21","5.23","***","28.81","3.37","37.79","2.70","28.20","290.0","26.2","6.3","54.3","***","630.6","17.1","55.1","8.2","***","71.2","253.6","363.4","358.1","***","163.4","3.2","6.2"
"1976100000","1976","26000","Kyoto-fu","","0.728","-1.4","51.3","38.7","79.5","19.9","57.2","40.22","16.17","23.06","36.5","***","***","***","***","5.53","1.89","1.12","1.19","1.33","3.89","1.99","4.88","6.20","11.88","12.95","***","38.80","1.97","53.48","2.55","16.74","245.8","33.6","6.2","67.2","***","635.0","18.2","41.5","13.3","***","63.9","287.8","337.1","501.2","***","50.2","2.0","3.4"
"1976100000","1976","27000","Osaka-fu","","1.085","-4.7","64.8","68.4","101.6","21.3","51.6","52.03","-","17.33","41.0","***","***","***","***","6.02","1.82","1.96","1.91","0.29","4.94","0.95","2.53","5.49","15.57","11.81","***","37.26","0.12","45.86","1.80","21.01","258.4","34.3","6.1","106.9","***","809.0","23.4","51.2","11.9","***","67.0","247.8","371.0","537.4","***","72.9","2.7","0.2"
"1976100000","1976","28000","Hyogo-ken","","0.730","-1.9","44.9","61.0","86.0","30.9","48.6","33.55","13.48","25.65","35.0","***","***","***","***","4.80","1.26","1.20","1.49","0.72","3.08","1.19","6.67","4.82","17.94","8.90","***","36.86","4.79","42.85","2.22","25.89","271.5","29.1","6.4","76.2","***","647.2","18.5","58.6","10.4","***","68.7","247.9","323.3","560.4","***","98.9","3.3","9.5"
"1976100000","1976","29000","Nara-ken","","0.386","0.8","33.1","34.7","85.3","26.8","51.4","20.31","29.19","28.69","25.8","***","***","***","***","7.34","3.28","0.77","1.75","1.54","3.29","1.26","7.98","8.33","18.55","6.08","***","34.41","2.24","43.60","3.46","23.91","256.6","31.7","9.0","70.1","***","541.9","16.7","44.6","7.7","***","68.9","254.2","345.9","378.9","***","137.7","4.4","4.2"
"1976100000","1976","30000","Wakayama-ken","","0.379","0.9","31.6","28.5","84.5","29.1","47.7","19.42","26.63","30.60","22.1","***","***","***","***","9.12","3.96","1.32","2.04","1.80","4.19","0.83","12.46","4.65","16.25","5.68","***","30.84","3.99","43.77","4.58","24.82","309.8","39.6","11.3","74.5","***","598.1","17.8","58.6","9.5","***","70.6","273.8","341.2","324.6","***","65.8","3.1","11.1"
"1976100000","1976","31000","Tottori-ken","","0.267","1.7","25.9","33.6","80.3","38.5","42.2","12.04","28.36","32.97","18.6","***","***","***","***","6.35","1.37","1.07","2.45","1.44","4.47","0.50","16.67","7.95","23.03","4.36","***","23.78","2.88","32.87","3.76","35.45","383.0","40.4","7.8","72.5","***","598.2","19.6","78.1","10.4","***","76.4","309.4","322.8","407.8","***","41.7","5.3","9.1"
"1976100000","1976","32000","Shimane-ken","","0.251","0.5","23.0","32.6","85.8","37.0","38.5","9.68","27.23","36.60","17.2","***","***","***","***","5.68","1.16","1.37","1.44","1.70","3.70","0.68","16.32","6.98","19.09","4.29","***","28.56","5.18","36.05","4.10","31.84","422.2","38.6","7.2","83.1","***","580.1","21.5","73.9","11.0","***","95.2","345.6","378.2","447.8","***","121.7","3.1","23.5"
"1976100000","1976","33000","Okayama-ken","","0.564","-0.4","38.7","38.6","82.2","31.1","46.4","23.95","20.73","29.76","25.7","***","***","***","***","6.02","1.45","1.14","1.68","1.63","3.54","0.97","12.44","5.81","17.39","6.00","***","30.78","4.05","39.95","3.16","26.83","287.9","33.2","6.3","72.2","***","653.6","16.6","50.0","8.9","***","68.6","264.2","327.6","374.2","***","143.1","3.5","10.6"
"1976100000","1976","34000","Hiroshima-ken","","0.699","-0.4","40.7","40.6","81.6","27.7","48.2","30.98","15.92","29.72","31.5","***","***","***","***","6.06","1.42","1.24","1.94","1.42","4.19","1.15","10.17","6.76","17.22","6.48","***","35.45","2.40","44.54","5.12","24.78","256.1","29.3","5.3","71.6","***","652.9","19.9","42.9","8.1","***","68.9","277.9","339.8","398.6","***","56.2","3.5","5.4"
"1976100000","1976","35000","Yamaguchi-ken","","0.520","-0.3","35.9","39.9","88.8","30.2","45.5","21.89","22.29","29.11","26.0","***","***","***","***","5.93","1.30","1.32","2.02","1.29","4.09","1.15","9.89","6.94","20.13","6.99","***","31.88","3.49","42.22","4.54","26.54","289.5","31.9","6.2","79.4","***","666.6","16.3","56.8","10.8","***","68.1","252.3","334.6","432.8","***","37.8","4.2","8.7"
"1976100000","1976","36000","Tokushima-ken","","0.278","0.8","29.1","33.2","79.3","33.3","39.8","11.88","26.21","33.18","19.8","***","***","***","***","7.57","1.34","1.21","1.97","2.84","4.75","0.82","11.48","8.96","18.86","4.36","***","24.82","8.15","33.30","5.71","24.98","388.0","44.2","8.9","84.9","***","636.2","21.0","77.1","10.0","***","80.2","332.2","322.0","390.6","***","137.6","2.4","28.3"
"1976100000","1976","37000","Kagawa-ken","","0.482","1.4","37.0","26.2","72.6","36.9","45.9","21.31","22.40","31.12","27.3","***","***","***","***","7.60","2.08","1.59","1.94","1.63","5.09","0.81","9.96","5.79","20.18","5.61","***","28.24","9.10","36.05","4.82","27.51","302.4","35.5","7.3","88.1","***","590.6","18.7","56.4","9.3","***","68.4","268.5","323.9","398.0","***","111.0","3.2","26.0"
"1976100000","1976","38000","Ehime-ken","","0.383","0.6","29.6","33.4","75.0","38.4","46.0","17.53","26.08","33.73","20.8","***","***","***","***","6.37","1.30","1.38","1.80","1.84","4.56","0.34","13.41","3.41","21.29","5.18","***","30.68","7.59","39.06","4.61","30.71","287.1","36.7","7.3","85.3","***","698.8","15.4","56.0","8.1","***","65.5","256.3","309.9","300.6","***","31.7","4.1","18.3"
"1976100000","1976","39000","Kochi-ken","","0.266","0.5","21.4","34.2","83.6","46.3","35.0","9.71","23.78","42.14","19.7","***","***","***","***","7.55","1.10","1.15","1.68","2.80","4.55","0.72","13.08","4.25","21.58","3.65","***","22.35","13.92","28.46","5.49","31.99","471.7","65.6","9.1","100.5","***","762.7","23.5","86.4","10.1","***","82.4","351.5","475.2","457.3","***","40.8","6.7","65.3"
"1976100000","1976","40000","Fukuoka-ken","","0.581","0.8","37.6","43.8","90.3","22.6","50.2","29.33","19.57","30.93","26.5","***","***","***","***","10.35","1.25","1.09","1.51","6.47","3.60","4.25","7.47","2.73","12.88","9.09","***","34.73","2.58","46.66","9.15","16.67","279.0","46.0","6.1","84.6","***","589.3","19.2","52.4","10.5","***","62.4","249.4","334.7","370.9","***","30.0","3.8","4.8"
"1976100000","1976","41000","Saga-ken","","0.265","1.2","23.0","36.6","87.0","33.1","42.5","13.24","28.07","34.33","17.7","***","***","***","***","6.16","1.37","1.14","1.53","2.09","2.90","1.28","15.94","5.67","15.39","4.98","***","33.02","4.43","41.92","5.04","28.01","327.1","36.2","5.8","81.2","***","603.2","14.0","48.0","9.9","***","82.8","253.9","308.5","371.2","***","22.3","3.5","14.8"
"1976100000","1976","42000","Nagasaki-ken","","0.279","-0.1","25.6","31.7","91.6","29.2","44.3","14.04","29.21","34.77","18.2","***","***","***","***","8.78","1.59","1.35","2.35","3.49","4.43","1.16","13.38","3.86","16.51","6.28","***","34.19","1.71","42.24","7.91","27.08","303.4","44.3","9.2","80.4","***","592.4","20.9","46.5","10.4","***","74.8","266.8","316.1","371.9","***","47.5","2.9","6.0"
"1976100000","1976","43000","Kumamoto-ken","","0.305","0.7","25.8","27.3","78.7","29.7","45.4","15.25","28.20","36.00","16.9","***","***","***","***","7.91","0.81","1.54","2.06","3.48","4.31","0.64","17.02","3.25","15.26","5.08","***","33.25","2.68","42.07","8.12","26.83","289.5","38.5","4.2","84.1","***","654.0","15.4","47.4","8.0","***","72.4","288.4","313.7","356.4","***","48.8","3.2","6.6"
"1976100000","1976","44000","Oita-ken","","0.324","0.7","26.0","37.4","81.6","34.6","43.4","14.74","27.09","34.05","18.5","***","***","***","***","5.48","0.67","1.13","1.81","1.82","3.78","0.90","15.74","3.69","20.13","4.54","***","31.41","4.02","40.87","5.12","30.19","321.9","34.4","4.4","85.7","***","673.2","16.5","61.0","8.4","***","77.6","302.8","328.4","375.8","***","96.0","3.5","11.7"
"1976100000","1976","45000","Miyazaki-ken","","0.286","0.2","21.3","35.9","82.9","36.6","43.9","13.24","29.14","36.42","15.0","***","***","***","***","6.30","1.05","1.10","1.73","2.41","3.91","0.72","16.95","2.44","19.44","4.93","***","29.14","5.35","38.26","5.76","30.94","311.4","36.7","4.6","79.3","***","607.0","14.0","58.3","9.0","***","69.3","263.0","307.1","385.7","***","25.2","2.9","14.5"
