"","","","","/D Administrative Base Code","#D0110101","#D01102","#D0120101","#D0130201","#D01401","#D0140201","#D0140301","#D0210101","#D0210201","#D0210301","#D0220103","#D02202","#D02204","#D02206","#D02207","#D0310301","#D0310401","#D0310501","#D0310601","#D0310701","#D0310801","#D0310901","#D0311001","#D0311101","#D0311201","#D03113","#D03114","#D0311501","#D0312301","#D0320101","#D0320201","#D0320301","#D0330103","#D0330203","#D0330303","#D0330403","#D0330503","#D0330603","#D0330703","#D0331103","#D03312","#D03313","#D0331403","#D0331503","#D0331603","#D0331703","#D0331804","#D0331903","#D0332003","#D0332103"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0110101_Financial power index (Prefecture)[-]","#D01102_Real term balance of revenue to expenditure (Prefecture)[%]","#D0120101_Percentage of self-financial resources (Prefecture)[%]","#D0130201_Percentage of outstanding amount of local bonds to expenditure (Prefecture)[%]","#D01401_Real term of current balance (Prefecture)[%]","#D0140201_Percentage of investment expenditure (Prefecture)[%]","#D0140301_Percentage of revenues from local taxes and grants (Prefecture)[%]","#D0210101_Percentage of local taxes (Prefecture)[%]","#D0210201_Percentage of grants to local governments (Prefecture)[%]","#D0210301_Percentage of national disbursements (Prefecture)[%]","#D0220103_Resident tax per capita (Prefecture + Municipality)[thousand yen]","#D02202_Fixed assets tax per capita (Prefecture + Municipality)[thousand yen]","#D02204_Amount of national tax (per capita)[thousand yen]","#D02206_Taxable income (per tax debtor)[thousand yen]","#D02207_Ratio of taxpayer (per capita)[%]","#D0310301_Percentage of welfare expenditure (Prefecture)[%]","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]","#D0310501_Percentage of welfare expenditure for the aged (Prefecture)[%]","#D0310601_Percentage of welfare expenditure for children (Prefecture)[%]","#D0310701_Percentage of expenditure for livelihood protection (Prefecture)[%]","#D0310801_Percentage of health expenditure (Prefecture)[%]","#D0310901_Percentage of labour expenditure (Prefecture)[%]","#D0311001_Percentage of agriculture, forestry and fishery expenditure (Prefecture)[%]","#D0311101_Percentage of commerce and manufacturing expenditure (Prefecture)[%]","#D0311201_Percentage of public works expenditure (Prefecture)[%]","#D03113_Percentage of police expenditure (Prefecture)[%]","#D03114_Percentage of fire service expenditure (Tokyo-to + Municipality)[%]","#D0311501_Percentage of education expenditure (Prefecture)[%]","#D0312301_Percentage of disaster relief expenditure (Prefecture)[%]","#D0320101_Percentage of personnel expenses (Prefecture)[%]","#D0320201_Percentage of allowances (Prefecture)[%]","#D0320301_Percentage of ordinary construction expenses (Prefecture)[%]","#D0330103_Total expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330203_Welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330303_Social welfare expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0330403_Social welfare expenditure for aged persons per capita 65 years old and over (Prefecture + Municipality)[thousand yen]","#D0330503_Welfare expenditure for children per capita 0-17 years old (Prefecture + Municipality)[thousand yen]","#D0330603_Welfare expenditure for livelihood protection per person assisted by livelihood protection (Prefecture + Municipality)[thousand yen]","#D0330703_Health expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331103_Public works expenditure per capita (Prefecture + Municipality)[thousand yen]","#D03312_Police expenditure per capita (Prefecture)[thousand yen]","#D03313_Fire service expenditure per capita (Tokyo-to + Municipality)[thousand yen]","#D0331403_Education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0331503_Elementary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331603_Lower secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331703_Upper secondary school expenditure per student (Prefecture + Municipality)[thousand yen]","#D0331804_Expenditure for schools for special needs education per student (Prefecture + Municipality)[thousand yen]","#D0331903_Kindergarten expenditure per pupil (Prefecture + Municipality)[thousand yen]","#D0332003_Social education expenditure per capita (Prefecture + Municipality)[thousand yen]","#D0332103_Disaster relief expenditure per capita (Prefecture + Municipality)[thousand yen]"
"1992100000","1992","17000","Ishikawa-ken","","0.473","0.4","44.9","68.3","71.2","37.0","50.7","24.72","22.49","19.77","104.7","***","338.4","3,325.7","42.2","5.76","1.25","2.45","1.68","0.37","2.98","0.55","13.09","7.88","23.57","4.54","***","21.32","0.98","26.43","2.18","36.01","866.6","85.5","20.1","177.2","***","1,967.9","49.6","192.7","21.2","***","149.7","548.5","624.8","821.1","***","121.6","18.6","8.0"
"1992100000","1992","18000","Fukui-ken","","0.412","0.9","42.6","56.8","65.7","41.0","52.0","24.61","24.83","20.98","103.1","***","331.7","3,246.1","43.5","5.12","1.82","1.75","1.32","0.23","2.37","0.62","13.00","9.39","24.42","4.46","***","21.77","0.42","25.41","2.07","40.55","1,001.1","91.4","25.7","169.9","***","1,815.6","46.4","219.3","25.3","***","184.4","583.4","596.4","893.2","***","215.1","23.6","2.9"
"1992100000","1992","19000","Yamanashi-ken","","0.414","0.5","38.9","68.8","70.7","41.1","48.6","20.01","25.14","21.01","98.6","***","278.9","3,524.1","39.2","5.36","1.79","1.92","1.35","0.31","2.25","0.56","15.66","7.77","24.43","4.32","***","19.05","1.68","24.48","2.17","39.42","957.4","82.6","27.4","153.6","***","2,210.0","51.3","203.5","23.0","***","161.5","600.9","783.4","801.9","***","31.3","14.9","11.8"
"1992100000","1992","20000","Nagano-ken","","0.469","0.4","42.1","75.2","69.7","39.3","49.2","24.31","22.08","21.06","99.3","***","308.4","3,364.5","41.2","5.12","1.62","1.82","1.26","0.42","2.77","0.69","11.62","7.95","27.38","4.35","***","22.53","1.09","26.21","2.48","38.23","902.6","85.5","24.8","167.9","***","1,978.3","49.7","215.1","19.5","***","159.1","541.1","769.5","767.1","***","49.1","18.3","8.9"
"1992100000","1992","21000","Gifu-ken","","0.542","1.3","46.8","48.0","65.6","37.5","57.1","31.88","22.12","21.56","103.3","***","305.3","3,500.7","41.1","5.02","1.50","1.79","1.48","0.24","2.31","0.24","11.27","4.77","25.19","5.01","***","25.75","0.64","31.41","2.28","36.90","715.1","67.8","20.7","148.5","***","2,142.9","41.0","164.4","17.4","***","144.5","524.4","678.3","647.6","***","135.8","15.6","3.4"
"1992100000","1992","22000","Shizuoka-ken","","0.822","0.9","59.9","58.7","73.0","33.1","54.2","42.49","7.58","18.49","118.2","***","362.2","3,619.9","44.0","4.63","1.16","1.72","1.50","0.23","2.46","0.38","8.50","5.75","26.64","6.00","***","26.76","1.23","31.16","1.87","31.88","648.4","52.7","14.6","117.8","***","1,878.4","42.9","169.6","18.6","***","131.9","480.1","594.6","814.8","***","158.6","14.1","5.9"
"1992100000","1992","23000","Aichi-ken","","1.217","1.0","71.1","69.7","88.8","24.9","55.5","53.20","0.00","13.91","147.1","***","581.4","4,028.2","43.1","6.08","2.13","2.29","1.41","0.23","3.63","0.81","6.49","6.70","18.29","7.64","***","30.95","0.08","36.15","2.56","24.86","646.2","72.5","21.0","176.5","***","1,950.0","45.0","152.5","22.3","***","143.1","576.5","660.3","672.8","***","87.7","16.1","0.4"
"1992100000","1992","24000","Mie-ken","","0.535","0.6","45.0","50.8","67.7","36.5","55.5","30.36","22.23","20.07","102.0","***","337.2","3,586.1","39.8","6.42","1.90","2.14","1.62","0.68","3.32","0.68","11.66","5.94","22.60","4.93","***","27.17","0.92","31.09","2.78","35.47","730.4","77.9","22.4","144.9","***","1,629.7","46.6","160.5","18.2","***","148.8","561.3","654.2","703.0","***","272.8","19.1","5.5"
"1992100000","1992","25000","Shiga-ken","","0.547","0.5","50.6","59.0","71.3","33.5","49.8","27.72","19.69","18.32","110.9","***","261.7","3,787.3","39.2","6.55","1.68","2.45","1.86","0.54","3.75","0.78","12.36","5.12","21.61","4.68","***","26.61","0.31","27.18","2.09","33.21","784.3","75.1","22.4","164.5","***","1,435.9","52.9","159.6","19.8","***","176.3","535.0","626.0","685.0","***","376.5","24.9","1.6"
"1992100000","1992","26000","Kyoto-fu","","0.695","0.4","57.0","55.1","79.7","24.5","55.7","38.00","14.81","15.84","123.8","***","473.8","3,911.7","38.4","6.52","2.31","2.18","1.43","0.59","4.02","1.01","5.06","7.74","22.85","9.36","***","26.82","0.27","35.36","2.10","24.13","719.7","102.4","26.7","173.0","***","1,545.7","45.8","175.0","28.2","***","129.7","598.6","660.7","733.3","***","111.4","11.4","1.2"
"1992100000","1992","27000","Osaka-fu","","1.191","0.6","73.0","61.8","92.8","20.9","56.5","53.76","0.00","13.29","148.1","***","756.2","4,003.9","39.3","6.76","1.76","2.71","2.05","0.22","3.63","0.61","1.28","6.62","21.18","9.90","***","31.27","0.00","38.23","2.18","20.94","678.8","94.1","22.1","217.2","***","2,028.8","57.3","171.3","26.6","***","138.7","615.2","698.1","680.9","***","202.4","12.5","0.0"
"1992100000","1992","28000","Hyogo-ken","","0.711","0.5","57.7","66.9","79.0","27.4","52.9","37.67","12.66","18.27","122.8","***","405.9","4,084.9","38.5","6.36","1.92","2.35","1.70","0.38","4.04","1.12","6.94","4.83","22.15","8.01","***","29.06","0.64","36.27","1.98","26.76","724.4","84.3","23.3","187.6","***","1,760.8","53.3","192.5","23.5","***","146.7","641.9","702.5","695.0","***","245.0","14.8","2.7"
"1992100000","1992","29000","Nara-ken","","0.426","0.8","41.3","75.2","79.2","30.3","52.1","23.21","26.65","17.79","112.6","***","205.8","4,379.2","35.2","7.10","2.71","1.86","1.67","0.86","3.79","0.74","6.41","7.43","23.92","4.96","***","26.93","0.74","30.92","2.95","29.53","716.3","79.3","24.8","149.5","***","1,374.9","47.3","167.8","17.8","***","148.0","601.4","691.5","665.1","***","368.0","14.2","4.1"
"1992100000","1992","30000","Wakayama-ken","","0.342","0.7","35.7","57.2","70.2","38.1","50.1","18.31","29.31","20.09","87.8","***","329.8","3,542.5","33.5","7.30","2.41","2.54","1.68","0.67","2.34","0.40","10.56","4.83","26.86","5.02","***","23.99","0.66","30.18","2.73","37.39","905.7","103.6","33.9","183.8","***","1,584.8","48.1","210.6","24.5","***","160.6","667.3","778.5","732.4","***","287.1","18.6","5.2"
"1992100000","1992","31000","Tottori-ken","","0.239","0.6","32.7","59.2","63.4","38.4","51.0","13.09","35.53","21.50","71.7","***","216.6","2,903.0","38.2","6.50","1.90","2.07","1.98","0.54","2.61","0.36","15.15","10.61","24.46","3.97","***","17.02","0.85","24.15","2.67","37.54","1,068.0","110.1","33.7","167.1","***","1,588.8","41.6","225.5","24.2","***","169.9","600.7","747.6","819.6","***","103.1","18.5","6.4"
"1992100000","1992","32000","Shimane-ken","","0.217","0.4","27.0","69.5","68.2","40.4","47.5","11.45","34.16","25.39","69.4","***","188.4","2,863.5","36.9","6.00","1.67","2.35","1.50","0.47","2.05","0.89","15.42","7.03","23.95","3.62","***","20.05","1.38","23.58","2.92","39.03","1,235.9","111.4","32.6","190.4","***","1,534.3","60.4","251.7","25.6","***","209.9","742.6","932.2","812.9","***","386.9","19.1","14.1"
"1992100000","1992","33000","Okayama-ken","","0.495","0.2","42.6","70.1","79.6","35.1","51.1","25.85","22.52","19.12","93.7","***","355.9","3,339.7","38.5","6.68","2.00","2.34","1.72","0.60","2.45","0.43","9.60","6.98","23.68","5.79","***","27.13","0.54","31.05","1.82","34.52","788.5","87.5","26.0","151.2","***","1,639.1","54.8","163.0","22.5","***","167.1","610.6","672.7","657.4","***","437.5","17.8","4.6"
"1992100000","1992","34000","Hiroshima-ken","","0.582","0.1","49.0","56.3","73.8","32.5","51.6","31.14","18.24","21.17","110.2","***","375.9","3,592.7","40.0","6.34","1.62","2.49","1.68","0.55","4.00","0.62","9.27","5.99","22.87","5.64","***","27.02","1.04","30.75","4.52","31.42","790.1","82.4","20.7","172.6","***","1,619.9","58.1","201.8","19.6","***","152.0","594.9","653.5","708.0","***","108.1","18.0","5.9"
"1992100000","1992","35000","Yamaguchi-ken","","0.410","0.4","40.9","56.7","72.2","34.0","51.1","22.57","26.18","21.81","87.4","***","337.0","3,259.9","37.7","6.15","1.62","2.23","1.74","0.56","2.59","1.32","10.29","8.04","23.23","6.36","***","22.99","1.25","30.01","3.13","32.77","829.0","89.9","25.9","159.7","***","1,670.0","47.1","174.8","27.7","***","151.0","583.3","681.2","748.7","***","97.3","13.0","10.6"
"1992100000","1992","36000","Tokushima-ken","","0.268","0.6","37.3","67.2","73.8","35.6","47.7","13.61","31.40","20.65","77.0","***","225.1","3,203.9","33.8","7.37","1.67","2.38","1.89","1.43","3.02","0.80","12.94","8.01","24.50","4.06","***","19.60","1.05","25.68","3.69","34.53","1,006.2","113.1","29.7","195.3","***","1,557.8","50.5","215.1","23.9","***","171.4","641.6","740.5","760.4","***","378.7","12.7","10.6"
"1992100000","1992","37000","Kagawa-ken","","0.457","1.4","48.8","51.7","70.1","32.5","51.2","24.57","23.98","16.00","105.8","***","405.6","3,432.1","38.9","8.11","2.12","2.82","2.46","0.70","3.96","0.66","7.68","9.43","25.46","4.61","***","20.84","0.21","25.85","3.25","32.23","817.8","93.5","24.7","176.4","***","1,404.0","54.1","181.9","20.6","***","143.2","502.7","560.7","707.8","***","283.3","15.9","1.5"
"1992100000","1992","38000","Ehime-ken","","0.365","0.1","43.4","39.9","64.2","38.8","55.7","20.33","29.82","20.43","77.5","***","264.5","3,153.5","34.1","6.63","1.78","2.20","1.94","0.70","3.69","0.27","11.39","5.00","28.49","4.94","***","24.70","1.05","30.71","3.75","37.75","785.1","93.5","27.3","162.4","***","1,680.6","48.7","188.8","19.2","***","143.8","556.5","646.8","643.9","***","95.7","18.3","8.7"
"1992100000","1992","39000","Kochi-ken","","0.208","0.1","30.7","70.7","73.9","37.8","46.4","10.61","33.63","22.83","69.7","***","195.5","2,993.8","34.1","6.32","1.57","1.99","1.79","0.96","4.72","0.43","12.61","7.91","25.84","3.77","***","18.85","2.21","23.49","3.17","35.47","1,175.9","145.1","39.2","194.7","***","1,629.3","63.5","264.0","25.5","***","173.5","669.8","921.9","913.0","***","104.7","20.0","23.9"
"1992100000","1992","40000","Fukuoka-ken","","0.600","0.6","50.1","71.7","85.2","24.1","54.4","33.73","17.96","21.47","92.2","***","319.7","3,446.8","35.4","9.80","1.80","2.55","2.08","3.36","2.86","1.84","7.57","5.15","15.31","8.89","***","30.00","1.23","37.11","6.10","21.96","694.9","99.6","24.0","153.8","***","1,517.1","44.6","143.3","24.4","***","134.4","517.6","607.5","729.9","***","40.3","13.8","6.0"
"1992100000","1992","41000","Saga-ken","","0.273","0.6","33.3","52.7","66.3","42.3","50.3","15.81","32.39","23.93","69.2","***","202.6","2,974.4","34.6","6.47","1.59","2.26","1.82","0.80","2.28","0.76","14.73","7.84","24.18","4.31","***","21.39","2.12","25.90","3.79","40.14","913.0","93.2","25.2","181.4","***","1,677.7","40.9","189.7","22.6","***","160.1","531.4","680.1","900.1","***","38.6","17.2","21.9"
"1992100000","1992","42000","Nagasaki-ken","","0.267","0.2","30.1","67.2","74.1","36.9","49.9","15.47","32.22","28.23","66.9","***","180.9","3,040.4","32.8","8.09","1.62","2.96","2.30","1.14","3.57","0.49","13.34","5.48","21.67","5.19","***","23.64","2.41","29.65","5.79","34.42","922.7","118.6","40.5","189.7","***","1,377.7","55.2","185.8","24.1","***","159.3","561.9","736.6","812.5","***","85.9","10.8","21.0"
"1992100000","1992","43000","Kumamoto-ken","","0.321","0.8","33.8","79.4","72.6","37.2","49.7","17.46","29.33","23.66","67.3","***","200.5","3,017.6","33.1","7.84","1.92","2.87","2.37","0.67","2.66","0.39","13.83","4.67","23.43","4.59","***","22.81","1.70","28.20","3.98","35.48","817.1","100.1","25.7","173.8","***","1,655.6","40.9","167.9","19.5","***","145.9","578.9","686.6","779.0","***","92.2","13.3","12.1"
"1992100000","1992","44000","Oita-ken","","0.306","0.2","32.1","63.4","74.5","41.5","49.2","16.19","30.36","25.20","71.5","***","241.2","3,088.7","33.6","6.37","1.75","2.05","1.81","0.75","3.31","0.47","14.99","4.49","23.13","4.44","***","23.46","2.26","28.95","3.49","39.26","887.1","92.9","24.3","167.7","***","1,618.4","43.6","189.1","21.9","***","166.5","641.0","684.3","824.4","***","231.1","16.7","19.0"
"1992100000","1992","45000","Miyazaki-ken","","0.250","0.2","27.4","62.3","69.7","39.6","52.1","14.34","35.66","26.17","59.6","***","169.8","2,878.1","32.2","6.50","1.49","2.06","2.22","0.71","2.53","0.34","15.14","2.87","22.59","4.27","***","24.12","2.32","28.32","3.41","37.22","858.8","97.7","23.3","176.8","***","1,426.3","37.1","180.6","20.2","***","162.9","502.9","643.3","797.9","***","50.6","19.0","17.0"
"1992100000","1992","46000","Kagoshima-ken","","0.262","0.1","26.9","65.5","76.3","37.9","48.6","13.87","32.60","29.06","57.2","***","162.3","2,950.3","29.8","8.23","1.86","2.97","1.96","1.44","2.47","0.36","18.13","3.12","20.45","4.13","***","23.25","1.50","29.14","4.66","36.39","910.5","101.6","27.9","177.1","***","1,424.2","39.4","178.3","19.8","***","170.3","610.1","797.4","828.2","***","108.1","12.8","13.8"
"1992100000","1992","47000","Okinawa-ken","","0.245","0.7","22.4","61.0","82.5","36.4","48.6","13.28","33.60","34.54","53.1","***","221.9","3,165.9","25.4","7.20","1.56","2.21","2.55","0.88","3.83","0.59","13.44","3.40","22.55","5.78","***","28.70","0.27","34.87","3.95","36.14","839.8","98.7","27.1","185.6","***","1,254.6","37.0","185.0","26.1","***","191.6","572.3","772.3","852.3","***","317.4","9.8","2.2"
"1993100000","1993","00000","All Japan","","0.502","0.5","49.8","69.1","79.4","34.1","50.1","31.17","16.14","18.36","116.1","***","494.5","3,627.0","40.4","6.02","1.81","1.93","1.71","0.56","4.09","0.69","9.66","6.70","23.47","6.34","***","23.99","0.89","29.74","2.23","33.22","797.7","91.4","25.8","197.3","***","1,778.7","55.3","184.7","25.0","***","149.7","613.6","712.5","809.9","***","129.9","15.5","6.0"
"1993100000","1993","01000","Hokkaido","","0.369","0.9","38.1","78.9","84.0","35.8","45.4","18.27","24.97","23.21","84.8","***","281.7","3,229.7","38.0","5.10","1.21","1.50","1.25","1.03","2.80","0.52","17.16","9.31","20.06","4.67","***","22.47","1.92","27.44","2.64","33.88","1,050.8","118.9","36.4","243.7","***","1,641.3","54.4","221.8","23.3","***","176.7","757.9","831.6","843.6","***","59.9","13.2","14.9"
"1993100000","1993","02000","Aomori-ken","","0.248","0.4","26.3","71.6","77.9","39.7","48.6","13.82","32.81","26.39","63.4","***","195.0","2,853.3","35.1","5.95","1.32","1.37","2.25","1.01","3.01","0.39","17.79","5.45","21.68","4.47","***","24.70","1.49","29.34","2.49","38.18","965.5","108.5","26.4","193.4","***","1,440.6","62.5","178.7","22.6","***","188.1","712.1","782.1","892.2","***","79.2","19.4","11.8"
"1993100000","1993","03000","Iwate-ken","","0.267","0.2","29.6","75.0","73.0","41.5","48.9","13.93","31.72","24.02","67.4","***","189.1","2,862.9","37.1","5.76","2.01","1.51","1.58","0.66","5.02","0.50","20.38","5.85","19.84","3.75","***","23.03","0.94","27.40","2.18","40.58","1,004.0","96.3","29.5","187.3","***","1,418.1","70.2","186.0","20.1","***","187.9","742.4","833.7","913.9","***","136.2","17.8","9.6"
"1993100000","1993","04000","Miyagi-ken","","0.525","0.3","43.9","80.1","80.2","38.1","49.5","27.05","19.19","20.49","93.4","***","368.8","3,277.8","38.6","5.90","1.55","2.16","1.73","0.47","2.58","0.53","14.81","5.45","19.82","5.17","***","25.64","0.40","29.87","2.12","37.68","781.4","71.3","20.8","177.6","***","1,475.1","55.4","165.7","19.0","***","158.0","551.2","698.9","907.1","***","129.0","19.0","2.3"
"1993100000","1993","05000","Akita-ken","","0.249","0.6","29.3","80.1","74.7","40.9","47.6","13.47","32.24","23.07","65.7","***","204.2","2,782.5","37.7","7.09","2.23","2.42","1.73","0.70","2.30","0.63","16.95","7.35","21.46","3.73","***","20.37","1.65","25.79","1.45","39.27","1,017.0","115.7","34.6","239.3","***","1,560.0","51.3","188.9","20.7","***","176.3","671.9","766.5","886.1","***","196.3","16.2","13.1"
"1993100000","1993","06000","Yamagata-ken","","0.293","0.2","32.3","77.3","77.1","39.8","47.9","15.51","29.86","22.39","70.9","***","209.8","2,783.3","40.2","4.53","1.57","1.31","1.37","0.29","3.90","0.77","15.16","7.47","25.42","4.59","***","20.25","1.44","26.79","1.10","38.40","919.5","81.8","23.3","161.8","***","1,499.0","64.8","193.3","23.4","***","166.1","685.3","739.8","1,007.0","***","50.6","16.5","9.6"
"1993100000","1993","07000","Fukushima-ken","","0.435","0.5","40.0","60.2","76.5","38.6","50.4","23.11","24.23","23.71","76.3","***","239.4","2,981.0","39.0","4.88","1.56","1.34","1.45","0.52","3.51","0.49","15.60","4.56","23.80","4.45","***","26.90","1.18","30.43","1.89","37.32","835.2","70.8","21.9","140.0","***","1,688.6","55.1","182.1","18.9","***","177.8","615.1","633.7","735.9","***","159.6","15.9","7.9"
"1993100000","1993","08000","Ibaraki-ken","","0.608","0.5","51.0","55.7","80.2","31.7","50.6","30.66","17.11","18.73","99.6","***","292.2","3,533.8","38.9","5.41","1.75","1.54","1.51","0.60","3.77","0.57","11.97","5.36","22.26","5.16","***","27.91","0.34","31.50","2.44","31.39","685.6","62.5","22.1","132.6","***","1,668.1","50.6","146.6","17.7","***","146.3","506.2","608.7","716.9","***","188.9","16.7","1.7"
"1993100000","1993","09000","Tochigi-ken","","0.618","1.5","48.9","62.7","81.8","32.7","49.6","29.40","16.65","18.53","99.6","***","292.2","3,354.4","41.1","5.67","1.83","1.36","2.03","0.46","5.18","0.62","10.92","6.03","22.46","5.21","***","26.11","0.78","30.53","1.95","31.94","719.7","63.1","18.0","132.2","***","1,737.6","54.4","161.5","19.4","***","150.4","627.3","720.4","807.7","***","21.1","14.9","3.8"
"1993100000","1993","10000","Gumma-ken","","0.605","0.3","51.9","58.4","78.6","33.7","48.5","28.59","16.22","19.84","96.9","***","325.2","3,312.5","40.3","6.04","1.83","1.98","1.87","0.35","3.41","0.82","11.78","7.65","21.83","5.23","***","26.41","0.22","30.03","2.52","33.46","755.8","74.8","23.6","156.9","***","1,803.7","49.8","154.4","19.0","***","161.2","522.3","653.9","803.8","***","189.0","24.9","1.1"
"1993100000","1993","11000","Saitama-ken","","0.781","0.6","55.8","71.0","87.0","29.6","52.6","40.19","9.99","16.56","119.3","***","321.6","3,972.0","42.0","6.08","2.24","1.79","1.72","0.33","4.69","0.45","3.88","6.08","23.89","7.05","***","31.18","0.13","36.37","1.68","29.47","520.9","53.4","16.4","156.8","***","1,813.8","46.8","131.9","16.4","***","116.4","495.0","629.0","664.8","***","41.3","9.9","0.3"
"1993100000","1993","12000","Chiba-ken","","0.770","1.0","60.4","59.4","85.8","29.3","50.6","38.04","9.74","16.60","124.3","***","361.2","4,100.7","41.6","4.85","1.33","1.50","1.69","0.32","4.44","0.33","7.16","8.97","20.79","7.41","***","30.20","0.31","34.76","2.26","28.98","563.6","55.1","15.7","141.2","***","1,827.4","55.7","121.2","18.9","***","128.9","527.5","607.6","655.7","***","97.7","17.5","1.2"
"1993100000","1993","13000","Tokyo-to","","1.412","0.0","75.1","58.6","87.6","29.1","59.5","57.28","0.00","6.63","223.3","***","1,542.4","4,461.0","46.3","6.36","2.05","2.38","1.72","0.19","8.13","0.99","0.42","5.22","27.05","8.41","***","14.58","0.03","24.50","1.82","29.06","935.7","133.9","35.2","358.5","***","2,216.8","71.1","233.2","49.9","***","148.8","824.8","945.1","1,147.6","***","89.7","14.6","0.2"
"1993100000","1993","14000","Kanagawa-ken","","1.088","0.8","68.0","63.7","96.6","22.2","54.3","50.86","0.68","13.64","147.8","***","465.6","4,290.2","44.6","6.11","2.34","1.97","1.56","0.23","4.87","0.86","3.01","6.71","16.68","9.97","***","33.36","0.03","42.21","2.46","22.15","604.5","64.9","19.6","173.5","***","2,002.4","53.9","167.7","21.9","***","120.6","608.5","699.6","759.7","***","34.7","12.6","0.1"
"1993100000","1993","15000","Niigata-ken","","0.413","0.3","38.3","69.9","71.0","42.8","46.7","20.84","23.22","25.41","86.8","***","290.5","2,982.7","41.4","4.54","1.34","1.67","1.23","0.29","2.68","0.59","16.44","4.97","27.82","3.97","***","21.41","1.06","25.95","1.18","41.77","934.5","85.9","22.0","166.7","***","1,705.3","55.8","210.4","19.3","***","168.6","683.2","734.7","785.8","***","102.5","13.6","6.9"
"1993100000","1993","16000","Toyama-ken","","0.439","0.6","40.8","92.8","77.1","41.4","48.0","21.18","23.31","19.37","105.5","***","364.9","3,221.6","44.7","4.82","1.30","1.57","1.76","0.18","2.99","0.47","14.99","6.16","26.06","5.16","***","22.09","0.80","25.78","1.18","40.60","910.6","85.7","21.2","164.0","***","2,057.2","43.5","214.6","26.3","***","174.5","628.6","648.0","948.4","***","138.4","21.5","5.4"
"1993100000","1993","17000","Ishikawa-ken","","0.485","0.4","42.5","75.6","76.0","39.2","47.3","22.35","21.09","20.24","101.1","***","352.3","3,195.5","43.2","5.58","1.21","2.31","1.71","0.33","3.06","0.55","14.31","9.89","23.61","4.46","***","20.89","1.21","26.32","1.66","37.94","915.7","92.3","22.0","194.5","***","2,022.3","61.4","199.4","21.6","***","156.7","591.6","679.0","900.7","***","134.7","21.8","9.5"
"1993100000","1993","18000","Fukui-ken","","0.420","0.9","39.5","65.8","72.1","44.2","48.0","21.93","23.35","21.63","100.3","***","320.9","3,144.4","44.4","4.93","1.70","1.55","1.45","0.22","2.80","0.32","14.28","9.55","26.07","4.57","***","20.39","0.72","24.65","1.55","43.49","1,058.9","99.2","28.2","188.8","***","1,823.1","62.1","240.0","26.8","***","183.4","624.6","649.3","857.5","***","239.5","25.8","6.3"
"1993100000","1993","19000","Yamanashi-ken","","0.412","0.5","36.8","80.1","74.6","44.5","47.8","18.39","25.69","21.08","93.2","***","279.5","3,290.0","39.5","4.88","1.60","1.55","1.38","0.35","2.44","0.71","16.57","6.44","27.01","4.52","***","19.46","1.05","24.57","1.57","43.46","955.0","87.3","28.8","168.2","***","2,284.6","56.3","214.2","23.9","***","154.9","579.3","722.1","920.3","***","34.2","14.3","6.8"
"1993100000","1993","20000","Nagano-ken","","0.477","0.4","40.8","84.4","74.0","42.8","44.8","21.57","20.15","20.65","95.8","***","318.7","3,214.3","41.8","4.75","1.83","1.32","1.21","0.39","2.64","0.75","13.52","7.58","28.55","4.30","***","21.24","0.85","24.48","1.60","41.90","959.4","96.1","28.5","197.3","***","1,997.5","52.2","235.5","20.3","***","168.5","558.4","816.8","778.4","***","46.6","18.0","6.6"
"1993100000","1993","21000","Gifu-ken","","0.549","1.2","45.6","53.8","71.9","42.8","50.8","27.96","19.64","20.78","99.7","***","293.3","3,353.1","41.9","4.97","1.41","1.83","1.49","0.23","2.19","0.27","12.23","5.49","26.43","4.82","***","24.15","0.47","29.50","1.76","42.29","752.8","76.6","24.7","169.4","***","2,145.1","46.2","174.9","17.9","***","143.5","554.9","657.9","702.9","***","137.4","17.5","2.7"
"1993100000","1993","22000","Shizuoka-ken","","0.830","0.7","55.4","69.7","81.8","34.3","49.2","37.30","7.69","17.91","112.1","***","355.1","3,421.7","44.8","4.49","1.22","1.56","1.49","0.21","2.57","0.69","8.60","6.00","26.90","6.24","***","26.06","1.05","30.84","1.48","33.30","673.5","56.6","16.2","125.9","***","1,929.1","46.4","182.9","20.0","***","127.9","529.5","632.1","820.0","***","160.2","13.2","4.5"
"1993100000","1993","23000","Aichi-ken","","1.130","1.2","68.4","78.2","98.4","26.8","48.1","45.39","0.33","14.61","137.6","***","553.2","3,791.5","44.0","5.89","2.13","2.11","1.42","0.22","3.67","0.55","7.00","8.83","19.44","8.08","***","29.51","0.05","34.75","2.32","26.74","680.4","76.0","22.8","184.2","***","2,032.4","49.7","161.3","24.7","***","140.6","570.4","665.7","720.2","***","79.6","14.7","0.3"
